ilat	ilon	d	mrad
2	0	2015-01-02	37.65431770371513
1	2	2014-05-02	48.258997307593994
2	1	2014-09-28	43.930338740853514
2	1	2015-01-14	42.96325043883256
0	2	2014-11-27	42.75305768620373
1	0	2014-12-31	40.14080648069029
1	1	2014-11-22	44.42645661334771
0	2	2014-02-22	43.74881240897207
1	0	2014-01-13	42.25811203660769
1	0	2014-08-24	48.614818551199775
2	0	2014-05-20	52.11280041053647
2	1	2014-05-06	49.546752450632496
2	2	2014-01-29	41.72426020304362
0	2	2014-02-17	43.99593397251868
2	0	2014-01-12	40.511868822705615
2	0	2014-08-27	48.34449689883478
1	1	2014-05-11	47.217702024822295
1	1	2014-05-15	51.00754639954079
2	0	2014-11-06	42.45811560326016
2	2	2014-08-16	52.454903228230485
0	0	2014-06-16	46.171420021198806
1	1	2014-01-27	44.72507182061907
1	2	2014-06-08	50.015719328512695
2	0	2014-10-05	46.20239450987468
1	1	2014-12-15	43.06851697401567
1	1	2014-10-12	45.10930322846345
1	0	2014-05-19	48.23602349727807
1	0	2014-08-28	46.371891947738995
2	1	2014-02-22	48.786509105988024
0	2	2014-04-15	44.81326006253256
1	2	2014-06-14	48.966886785238245
2	0	2014-03-17	49.22683937766335
0	0	2014-01-21	43.37777667236328
0	1	2014-04-12	44.11376877049082
0	2	2014-11-14	43.45274236579617
1	1	2014-07-18	49.40905588491697
2	0	2014-03-02	49.464953797837936
2	0	2014-09-06	48.514891386032104
2	2	2014-04-10	50.260942459106445
2	2	2014-08-19	50.65716446856363
0	0	2014-07-11	45.769998475492024
0	2	2014-01-10	41.76057874469857
2	0	2014-08-15	50.64935928793515
0	0	2014-04-19	45.33393503992426
1	0	2014-06-13	48.01607274350219
1	1	2014-04-09	46.606243410153695
2	0	2014-04-07	49.28375990103677
2	2	2014-04-04	48.03861703419919
0	2	2014-10-28	46.08613904120383
2	0	2014-01-28	45.5855584755922
0	0	2014-04-27	47.89714157581329
0	1	2014-03-09	43.310363343514574
1	1	2014-03-19	45.9258432865534
1	1	2014-12-28	43.083520437035794
2	0	2014-01-04	43.258962540508826
2	0	2014-02-12	49.41242072258693
2	1	2014-05-23	48.97231150767842
2	1	2014-11-07	43.86637720698199
2	2	2014-02-15	48.9991214533688
2	2	2014-05-06	49.25417720852186
0	1	2014-04-14	44.884564149353224
2	1	2014-01-31	42.15833443507465
2	1	2014-04-30	48.998253649543315
1	1	2014-07-30	47.742480724824766
1	1	2014-09-12	45.861014497164895
1	1	2014-12-26	42.970387323363255
1	2	2014-01-26	46.06139813047467
1	2	2014-02-09	47.65993741324388
2	0	2014-05-03	48.97057636805943
2	2	2014-02-25	48.58685078602357
1	0	2014-05-31	47.38089005092041
2	0	2014-12-02	45.010464475066
0	0	2014-04-12	44.228701040837876
0	1	2014-06-17	46.228541091956686
0	2	2014-05-05	47.21810502362398
1	0	2014-04-01	45.373638359829464
2	1	2014-03-29	47.318625128377896
2	1	2014-11-11	45.196909091529456
0	0	2014-04-17	46.35979120342302
0	0	2014-06-07	45.32176461203815
0	1	2014-04-07	44.939558280745075
1	1	2014-06-14	48.84343673312636
1	1	2014-10-10	44.253240825448074
1	2	2014-05-27	48.25343723320754
1	2	2014-07-28	49.4464861071387
2	2	2014-05-21	51.402689361572264
0	0	2014-01-30	42.47378142584872
0	0	2014-02-05	42.65029628006453
0	1	2014-06-02	46.305734396397504
2	2	2014-10-05	50.24319603329613
0	0	2014-12-02	41.9170602822527
2	1	2014-09-04	48.593829591284496
2	2	2015-01-07	50.710917519110374
0	1	2014-10-09	43.50871838108143
0	2	2014-09-19	46.14856813427847
1	0	2014-05-25	49.33453380793788
1	1	2014-06-16	49.806576279141744
2	0	2014-04-05	49.67133113949798
2	0	2014-06-25	51.9506481047243
2	1	2014-01-02	41.86192056307883
2	1	2014-09-10	47.667682660406626
2	1	2014-11-10	44.4510247492625
2	2	2014-01-16	45.37293940952846
2	2	2014-11-30	43.52615390739056
0	1	2014-05-14	46.33577968771767
0	2	2014-07-03	47.624935321287
0	2	2014-08-29	44.929898204350316
1	0	2014-07-18	48.099607527043496
1	1	2014-08-23	47.60969966735609
1	2	2014-10-18	45.42880127797485
2	0	2014-06-12	53.014794053702516
0	1	2014-01-16	44.199103632898236
1	0	2014-06-21	50.66839456692548
2	0	2014-01-13	41.271184612270936
2	0	2014-08-24	50.49712266834504
0	2	2014-11-13	45.97940706919475
1	0	2014-11-29	42.79127987207276
0	2	2014-05-13	45.45446285472197
1	0	2014-02-04	45.74495733328882
2	0	2014-03-06	47.11753766181061
2	1	2014-09-03	47.41786513007038
2	2	2014-04-25	50.173015780177
0	2	2014-03-06	44.18481383428444
1	1	2014-06-19	48.0609138399602
1	2	2014-09-26	46.56542765840571
2	1	2014-05-22	50.47344755472127
2	2	2014-10-27	43.90597205825999
0	1	2014-09-09	44.89621096993414
0	2	2014-04-26	45.15914750623908
1	1	2015-01-18	44.14750404492231
2	2	2014-03-01	47.81573749238138
2	2	2014-03-14	49.94546355812997
2	2	2014-03-18	49.70355364481608
0	1	2014-06-11	47.18003160578427
2	0	2014-03-04	49.02670147491415
2	0	2014-07-01	50.863692163073395
2	0	2014-12-20	44.633046138871855
2	1	2014-03-01	47.37535111724123
2	1	2014-03-14	49.1833250437464
2	1	2014-03-18	49.83535671728263
2	2	2014-06-28	51.7477426801409
2	2	2014-09-05	49.11556369262122
0	1	2015-01-18	43.066828776175434
0	2	2014-10-31	44.06148406366706
1	1	2014-03-15	45.60636854688082
1	2	2014-03-04	47.07942365495646
1	2	2014-12-20	43.193753387248634
2	0	2014-05-24	50.42325095243232
2	0	2014-09-01	49.904775618067326
0	2	2014-10-05	46.66309998414227
1	0	2014-11-09	42.51119670531579
1	1	2014-06-20	49.52493527249066
1	2	2014-08-12	47.65522644920981
0	0	2014-07-29	45.39924246229884
0	1	2014-04-02	43.334563933772806
2	1	2014-07-09	53.205970903556405
2	2	2014-05-04	50.19051828048527
1	1	2014-08-20	47.58938649102464
2	0	2015-01-18	43.58003719306431
1	0	2014-09-22	44.0065544245714
1	1	2014-08-10	47.2286196814643
0	0	2014-11-09	42.75111502775319
0	1	2014-06-20	46.80376931454879
0	2	2014-08-12	45.58499100373562
1	2	2014-05-09	47.049433384162576
2	0	2014-03-13	46.6773569509387
2	0	2014-11-08	44.11930647860752
0	0	2014-01-22	42.61504725406044
0	0	2014-07-23	46.233402841459444
0	0	2015-01-23	44.58665277744968
0	1	2014-06-23	46.646871325869725
1	0	2014-04-09	47.25993360156219
1	1	2014-06-03	46.45775811527377
1	1	2015-01-19	44.92285680951723
2	0	2014-05-01	49.24350335457531
2	1	2014-05-19	52.12260044692853
2	1	2014-08-28	49.69122896242923
2	1	2014-11-13	46.22013588251356
0	2	2014-12-01	44.24285942894799
2	0	2014-04-08	46.97605589180035
1	0	2014-03-01	45.887273489579854
1	0	2014-03-14	44.78005285813842
1	0	2014-03-18	46.58085833688377
1	2	2014-11-02	44.639672403285246
2	0	2014-12-01	45.13480832348131
0	0	2014-05-29	46.8264751129962
0	0	2014-08-22	45.87230756832182
1	0	2014-01-10	43.67216237117238
1	2	2014-02-07	45.788378293396995
0	2	2014-07-11	46.05988254038646
1	2	2014-07-08	51.34611673558012
1	0	2014-05-10	47.54204107786073
1	2	2014-12-22	42.89973486826476
1	0	2014-01-23	46.22112525381693
2	0	2014-08-07	49.12260151190744
1	0	2014-12-24	43.35165368198511
1	2	2014-01-15	44.88520807208437
0	0	2014-01-18	43.34192361849491
0	0	2014-09-15	44.103705354170366
0	0	2014-10-13	44.07263874336635
0	1	2014-11-14	43.59831209600762
0	2	2014-10-26	43.64861629947123
1	0	2014-11-06	41.98736932000022
1	2	2014-08-16	48.556088122105216
2	0	2014-07-20	49.96384666315847
2	1	2014-04-10	48.977003870044555
2	1	2014-08-19	51.373848539911066
0	1	2014-08-17	45.77673530361918
2	0	2014-06-21	53.019738742283415
0	0	2014-03-12	42.8069310030122
2	0	2014-01-22	47.776790932328524
2	0	2014-07-23	51.15209684459441
0	0	2014-07-13	46.281808307020604
0	1	2014-02-03	43.13434477542364
1	0	2014-07-15	47.5737692328676
1	0	2014-08-02	47.72819115760283
2	1	2014-06-09	52.99667354986365
0	1	2014-11-30	43.248005334908285
1	2	2014-12-08	45.7682437958455
2	0	2014-10-14	45.15387097091886
1	1	2014-09-04	47.02950307270516
1	2	2015-01-07	44.636295390932744
2	2	2014-11-26	43.92048722651967
0	0	2014-08-20	45.61701667112798
1	0	2014-08-21	47.101402179999035
2	0	2014-03-21	49.88215448560644
1	0	2014-09-03	46.20874605103942
1	1	2014-07-01	48.479657973816785
1	1	2014-12-20	44.38639545970226
2	1	2014-11-04	44.32225570254856
2	2	2014-08-30	48.64531096586194
0	1	2014-05-31	46.71026971085477
0	2	2014-03-01	42.39387159562789
0	2	2014-03-14	42.5891491447203
0	2	2014-03-18	44.80599156382513
0	0	2014-12-19	43.27002677932794
0	1	2014-08-23	45.672872958223074
0	1	2014-12-14	43.04654509530207
0	2	2014-10-18	44.292535541438255
1	2	2014-02-18	47.87014438301339
2	0	2014-05-16	51.86302451125714
0	1	2014-04-19	44.59102703200446
0	1	2014-07-02	46.869043584533635
0	2	2014-05-17	45.83018839056908
1	0	2014-11-18	43.85345442070725
1	2	2014-03-17	45.84541436297149
2	1	2014-04-07	48.801268942130086
0	2	2014-12-18	42.233212448274244
1	2	2014-04-20	45.728962975694024
1	2	2014-10-30	43.185638553074426
2	0	2014-09-27	44.58642062821202
2	1	2014-09-22	47.626760707182044
2	1	2014-10-29	42.679215164658444
2	2	2014-12-03	44.61524476356877
0	1	2014-10-07	45.0563140772665
1	0	2014-08-10	47.192820282318415
1	1	2014-03-11	44.71781304610259
1	1	2014-07-31	48.20660654128407
1	1	2014-12-23	44.269094838380916
1	2	2014-02-04	43.381672721119436
1	2	2014-05-08	45.63543636695589
1	2	2014-12-29	42.07007470189548
0	1	2014-09-15	45.121591858116005
0	2	2014-06-27	46.06666106386269
1	0	2014-02-10	46.56513770662905
1	1	2014-10-17	44.43555528110291
1	1	2014-11-06	42.41246621957955
0	0	2014-09-11	44.72749217829763
1	1	2014-03-02	45.148399774735786
1	1	2014-09-06	48.13537355748618
1	2	2014-03-11	45.66980953216553
2	1	2014-03-20	49.17835692504199
0	0	2014-12-27	43.494330567707436
0	2	2014-03-12	42.475461977496025
1	0	2014-06-28	50.731665908910664
2	2	2014-01-22	50.65685227711995
2	2	2014-07-23	51.019608017175536
0	0	2014-07-07	47.355577376828435
1	0	2014-09-11	46.30638072623715
1	0	2014-09-24	44.01981132496887
1	2	2014-10-07	48.171055631262576
2	1	2014-11-09	46.96504938073765
2	2	2014-08-05	51.493718585150944
0	2	2014-09-02	45.188250758655315
2	1	2015-01-11	44.759024242390254
2	2	2014-04-01	48.29712163281237
0	1	2014-01-09	43.20219506706689
0	1	2014-12-05	43.11611987173326
0	2	2014-05-03	45.055875333692654
1	0	2014-12-06	42.410563407618156
1	0	2014-10-06	45.615929510663534
2	2	2014-04-03	48.77222119844877
2	2	2014-04-21	48.45270502114598
1	2	2014-06-21	48.79491383629297
2	0	2015-01-19	44.002090992434404
2	2	2014-08-24	48.17366885559175
0	2	2014-03-29	44.84578391677099
0	2	2014-11-11	42.67313676297524
2	0	2014-10-18	44.42777534061008
2	1	2015-01-20	45.63269273206661
0	0	2014-01-29	42.64126890447274
0	2	2014-11-25	42.622265673145904
1	2	2014-11-27	45.03439127413721
1	2	2014-04-13	46.25588536996276
1	0	2014-02-18	46.923917651555925
1	0	2014-08-11	47.497269372949035
1	1	2014-01-12	41.32221510546169
1	1	2014-04-11	46.74357319199006
1	1	2014-08-27	45.96471590119688
0	0	2014-06-26	45.80995733741773
0	2	2014-09-22	43.9412480032419
0	2	2014-10-29	43.4279180029016
1	1	2014-03-10	44.919915211278294
0	1	2014-12-22	43.93844462028519
0	2	2014-05-02	45.428385885910714
2	1	2014-02-17	46.72568355581774
0	0	2014-09-08	45.10917705671301
1	0	2014-01-18	45.64014123293093
1	0	2014-09-15	45.388628448316474
1	0	2014-10-13	44.898839926432416
1	2	2014-10-26	44.00364095423402
2	0	2014-01-30	43.953525475927684
2	0	2014-02-05	45.886736566992155
2	0	2014-02-27	47.27488521229137
2	1	2015-01-09	46.36128394321243
2	2	2014-02-23	48.83818255649524
2	2	2014-06-16	51.44221259728037
0	1	2014-05-19	47.311929443651586
0	1	2014-08-28	44.810056272368705
1	0	2014-08-18	47.55503596369743
1	2	2014-09-22	45.85336317985954
1	2	2014-10-29	43.109956364420086
1	2	2014-12-13	44.01357993547497
0	1	2014-04-03	43.962799059813825
0	1	2014-04-21	44.656364004274984
0	2	2014-01-22	44.67067643882584
0	2	2015-01-23	42.19820737534184
1	0	2014-05-05	46.80777447681925
1	0	2014-11-23	43.52241682210405
1	0	2015-01-06	43.45580355489775
1	1	2014-02-21	47.51335762931739
2	1	2014-10-02	47.378278704529976
2	2	2014-05-01	49.558470962201355
0	1	2015-01-19	43.31323080480299
1	2	2014-11-15	44.59595160002119
2	0	2014-08-18	49.50055816103134
2	0	2014-10-20	42.40572442813795
0	0	2014-01-23	42.97177331023881
0	0	2014-05-30	45.248326860397704
0	2	2014-06-01	46.74963929425825
1	0	2015-01-30	41.48310286850579
2	0	2014-07-10	50.27587099605137
2	1	2014-02-18	46.988833082044444
2	2	2014-05-29	49.85491556999011
2	2	2014-08-26	48.359735234515405
0	0	2014-11-21	46.84881464640299
0	0	2015-01-10	43.41292075651238
0	1	2014-12-21	43.40437101373748
2	0	2014-04-16	50.69492449825757
2	2	2014-12-04	43.89800852440153
0	2	2014-10-22	43.46524004212995
2	2	2014-07-24	51.9716854095459
1	1	2014-08-31	46.68859850962072
1	2	2014-05-28	48.29590935025897
2	0	2014-07-12	50.25253882306687
2	1	2014-07-16	52.37105064834191
0	0	2014-11-05	44.80921079715093
0	2	2015-01-15	42.08772460802925
1	2	2014-03-06	46.32752869451308
1	1	2014-01-26	44.8636491297979
1	1	2014-02-09	46.189229679907186
2	1	2014-02-25	47.519344093446854
2	2	2014-09-25	45.90031066595339
2	2	2014-12-25	43.21638227437387
0	1	2014-03-05	44.75763627095772
0	2	2014-11-22	45.60728926939123
1	2	2014-06-02	46.85600944715231
2	0	2014-09-14	49.28478073773516
2	1	2014-02-28	49.65021710038516
2	1	2014-09-07	48.66533793973293
1	1	2014-01-16	45.64967413230409
1	1	2014-11-30	43.436424316470806
2	2	2014-02-22	48.96738585371634
0	0	2014-05-14	46.73326643519032
0	0	2014-06-17	46.61562744001819
0	2	2014-02-21	43.22211743063213
2	0	2014-11-11	45.3783398173991
2	2	2014-06-02	48.718608638791856
0	1	2015-01-22	43.023371020224324
1	2	2014-02-08	44.98522892478262
2	1	2014-02-14	47.94300593863
0	0	2014-12-07	45.37272768793879
1	1	2014-07-25	47.735597905686
1	2	2014-01-25	46.983230449329724
0	0	2014-01-19	43.21079318151126
0	0	2014-03-21	42.36882295742841
2	0	2014-02-10	51.52557554183371
2	1	2014-10-17	45.06346421281096
2	1	2014-11-06	43.444561247294814
0	0	2014-02-28	43.171864814195935
0	0	2014-09-07	45.809079406516894
2	1	2014-06-11	53.285675288697526
0	0	2014-07-03	46.68130787457792
0	0	2014-08-29	44.33225730747823
1	0	2014-10-18	44.55461951458093
1	1	2015-01-20	44.78326330090648
2	1	2015-01-18	44.55124583688639
0	1	2014-10-01	45.330017430901364
1	1	2014-12-04	43.27351879377435
1	2	2014-02-02	42.87184709282175
2	0	2014-11-07	42.651496778433774
2	2	2014-02-13	48.39774493430619
0	0	2014-10-10	43.2552693447476
0	1	2014-08-18	45.59212037019952
0	2	2014-01-01	43.117953826626234
0	2	2014-09-27	43.857014002971276
1	1	2014-09-09	46.25187462750357
1	2	2014-06-11	48.88222216620234
0	1	2014-11-05	42.59192785401051
2	2	2014-08-08	51.04667262125717
0	0	2014-04-06	45.50005896548007
2	2	2014-12-08	43.344405534532335
1	1	2014-05-22	48.19454508265033
1	2	2014-10-27	43.67729646988448
2	0	2014-10-08	44.23138208657384
2	2	2014-06-29	51.559366477383556
0	1	2014-03-15	43.055426422417845
0	2	2014-03-04	44.42670691788765
1	1	2014-03-03	45.761528248405725
1	2	2014-09-02	46.243792637987426
2	2	2014-06-21	51.9072352025416
0	0	2014-06-27	46.010889890100955
0	0	2014-11-24	43.93366451643145
0	1	2014-10-26	44.23915977226308
2	0	2014-01-05	45.015064086914066
0	0	2014-05-27	46.54508279416427
0	0	2014-07-28	45.36269875526807
0	1	2014-09-27	44.02193603593317
1	1	2014-06-11	50.73287460460242
2	0	2014-10-31	41.88621648576121
2	2	2014-12-27	43.74985126074785
0	0	2014-09-27	43.922553719102865
0	1	2014-09-22	44.47545768249106
0	2	2014-12-14	43.54409580914964
0	1	2014-04-29	46.23495022502137
0	1	2015-01-21	43.711025635401406
1	0	2014-03-13	44.528137277240404
1	0	2014-11-08	43.30978272373515
2	2	2014-10-04	50.618693778148064
0	0	2014-04-29	45.56627125200193
2	2	2014-08-15	51.957278786316614
0	1	2014-03-08	43.65126096650187
0	2	2014-06-02	45.56002684294606
0	2	2015-01-09	43.25473651056704
1	0	2014-12-18	44.08441199616171
1	2	2014-04-02	45.76625277615867
2	0	2014-02-18	46.98892284872753
2	0	2014-08-11	49.53903153922053
2	1	2014-01-12	40.59083063406243
2	1	2014-04-11	49.21241470766964
2	1	2014-08-27	47.48659117381858
0	2	2014-10-08	44.2223405582034
1	2	2014-01-19	45.389009480070435
2	0	2014-09-25	46.39096458285463
2	0	2014-12-12	42.37626320765569
2	1	2014-05-28	49.176117622636454
0	1	2014-06-13	46.66064584798334
1	0	2014-08-30	46.14475375015668
1	2	2014-02-28	46.1591379728511
1	2	2014-09-07	47.819712555280475
2	1	2014-06-14	51.03356761050904
2	1	2014-10-10	45.03431161944587
2	2	2014-05-27	50.13866350214968
2	2	2014-07-28	53.199417461048476
0	0	2014-07-16	47.42816887410482
0	2	2014-11-18	43.21764612208182
0	0	2014-04-15	45.089141020300794
0	1	2014-01-17	44.20625428655887
2	1	2014-12-18	43.602220097614754
2	2	2014-07-29	54.26894991912812
0	0	2014-03-07	43.69681526747249
0	1	2014-05-04	45.186901228294154
0	1	2015-01-04	42.807988227760504
2	2	2015-01-11	45.55482635498047
0	0	2014-05-19	46.65785912355279
1	1	2014-06-08	48.03679302682731
2	1	2014-05-21	49.706030304091314
2	2	2014-10-23	43.24646230844351
0	0	2014-11-07	42.418554487620014
0	2	2014-02-13	44.457133377292806
1	1	2014-02-19	47.60912565784087
1	1	2014-04-18	47.36460619526438
2	1	2014-07-02	53.163136630115844
2	2	2014-05-17	52.376932013342916
0	0	2014-02-11	43.93191265214013
0	0	2014-12-06	43.36044747499221
1	0	2014-03-16	44.969374038475806
1	1	2014-06-29	49.304090718541055
2	0	2014-12-10	42.503827860861115
2	2	2014-11-05	44.44583302889518
0	0	2014-03-03	43.6155350817417
1	1	2014-02-08	46.423800421161204
2	1	2014-04-28	48.67015072015616
1	0	2014-03-20	45.80394265757813
2	0	2014-10-07	45.689618839536394
2	2	2014-10-25	43.15812991030582
2	2	2014-11-03	43.676698334076825
0	0	2014-09-04	44.297910692905006
0	2	2014-04-05	45.59114961448005
1	0	2015-01-02	40.004855876330744
2	0	2014-04-06	49.12394144071408
2	0	2014-09-30	46.23531352339796
2	0	2014-11-12	46.92294950838442
2	1	2014-07-04	53.77647639185385
0	0	2014-12-14	44.566721223204
0	2	2014-07-09	46.733853903693394
1	2	2014-02-16	48.06464108504818
1	2	2014-06-24	51.29837758973097
0	0	2014-02-25	43.63884535648864
0	2	2014-01-24	43.39986421351896
1	1	2014-10-09	43.471883864952346
2	0	2014-01-06	42.81352627756035
2	0	2014-01-08	40.959908189444704
2	1	2014-06-10	50.86079358798791
2	1	2014-11-01	43.4645810017388
0	1	2014-05-22	45.60313140128087
0	1	2014-11-27	43.182399868146945
1	2	2014-03-30	45.420962087635964
1	2	2014-09-19	48.09979107636194
0	1	2014-11-07	43.16192532058498
0	2	2014-02-15	44.82612187116259
0	2	2014-05-06	45.60771053278643
0	2	2014-12-31	42.46622223768406
1	2	2014-01-14	43.828884370425094
0	0	2014-07-21	45.19438805740871
0	0	2014-12-17	43.306226832078494
0	1	2014-10-12	44.10756359753897
1	2	2014-04-15	47.08533583087431
2	0	2014-05-17	50.54409484354655
2	2	2014-05-15	50.46601559778511
0	1	2014-10-03	44.75410641716105
1	1	2014-04-07	47.49806494671841
2	0	2014-08-09	49.8037248447778
2	0	2014-09-10	48.16433900478667
2	1	2014-05-30	48.55170110677835
0	0	2014-04-24	45.74673224160489
0	2	2014-05-23	47.1194546028919
0	2	2014-11-07	43.20161295217391
1	1	2014-07-05	47.93149348508369
1	1	2014-07-19	47.69630673322728
0	1	2014-08-08	45.402739892460914
0	2	2014-05-31	46.89215363553459
1	1	2015-01-22	44.79379625684659
2	1	2014-02-01	41.23433539308148
1	1	2014-05-07	47.02529889489474
2	1	2014-05-25	48.90997330383903
1	0	2014-07-17	48.31766541315122
1	2	2014-06-15	50.82541596655752
2	2	2014-11-16	44.610596532961026
1	0	2014-02-22	46.84371474253106
1	2	2014-02-24	45.76552633706595
2	0	2014-08-20	50.10598228497212
0	0	2014-09-26	44.44113291644357
2	0	2014-11-25	43.21923253537416
2	1	2014-11-16	45.62553942977317
2	2	2014-11-06	44.90775101273148
1	1	2014-10-28	44.25839237894152
2	1	2014-04-29	50.00746394554255
2	1	2015-01-21	46.47304313805453
1	0	2014-05-11	49.45382786269235
1	0	2014-05-15	49.824619485524074
0	0	2014-09-13	44.962284458539436
1	0	2014-04-27	48.86045450758977
1	1	2014-03-09	45.63246245318045
1	2	2014-12-15	45.054226388736645
2	1	2014-07-05	49.87492471039295
2	1	2014-07-19	50.604428695774224
2	1	2014-12-23	45.00284105374668
2	2	2014-05-08	47.436492744437444
2	2	2014-12-29	44.340248909385174
0	0	2014-06-02	45.00520889477422
0	1	2014-09-29	44.68308660987214
0	1	2015-01-12	42.861542873870604
0	2	2014-04-07	44.76831972975898
1	2	2014-10-10	43.99692473187832
0	0	2014-07-06	45.662557793972965
0	0	2015-01-08	42.26876522147137
0	1	2014-10-22	43.85759877406987
0	2	2014-10-11	43.60575719743308
2	0	2014-02-07	46.67914591944495
2	1	2014-07-24	49.21610253616418
0	0	2014-12-15	42.99197090612289
0	2	2014-06-19	47.06434675972941
1	1	2014-02-02	42.59900525052244
1	2	2014-07-17	51.03057876190582
2	0	2014-02-15	46.32392295426278
2	0	2014-05-06	50.017779581899156
2	1	2014-02-13	47.85782411722589
0	0	2014-09-23	43.42990718068418
0	1	2014-01-15	43.36358501518017
2	1	2014-11-21	42.49462932576914
2	1	2015-01-10	47.68399463274092
0	2	2015-01-03	42.14883594749356
1	1	2014-01-31	42.43840234699038
1	1	2014-04-30	47.73237131104467
2	0	2014-06-28	52.75482669566412
0	1	2014-07-10	46.081271680207436
1	2	2014-09-18	46.078936188282206
1	1	2014-11-15	43.515870690345764
1	1	2014-11-26	44.38198588508949
1	2	2014-04-22	45.90334603491621
2	0	2014-01-01	42.61697328760383
2	1	2014-12-13	41.078555471285725
0	0	2014-08-30	44.298923722491494
0	2	2014-02-28	43.06285276566469
0	2	2014-09-07	46.18257729500041
1	0	2014-11-14	43.761153712274115
2	0	2015-01-09	44.90592724964673
0	0	2014-06-15	46.146398030107626
0	2	2014-06-22	48.71711685134842
0	2	2014-06-30	46.64166078095574
0	2	2014-07-14	46.49483890864898
0	0	2015-01-22	44.21904133618888
0	1	2014-10-27	43.77465378059553
0	2	2014-07-12	46.85926108921553
1	1	2014-11-25	45.119888473557594
1	2	2014-11-20	46.36277450336591
2	2	2014-07-07	52.2186946542854
1	0	2014-01-26	45.13044625910252
2	1	2014-08-17	49.868435607665035
2	2	2014-01-24	50.66996451483833
0	2	2014-06-04	45.41991141435747
0	2	2014-08-13	46.20515778256726
0	0	2014-06-06	45.6256815511805
0	1	2015-01-15	42.95090240648869
0	2	2014-03-10	42.58249092280141
2	0	2014-08-08	52.21018551765604
0	0	2014-06-25	45.608754802544915
0	1	2014-01-02	43.96405970436448
0	1	2014-11-10	43.33737418992756
0	2	2014-04-24	44.405656136175956
1	1	2014-10-05	46.76626942778098
0	1	2014-11-15	43.36584194485738
1	2	2014-05-31	47.92415626088177
2	0	2014-04-26	49.14577974808189
2	1	2014-02-11	50.50687523796445
2	1	2014-12-06	42.3513733669604
2	2	2014-12-02	44.81550592495648
0	1	2014-01-30	42.50422201572098
0	1	2014-02-05	42.3533655293391
0	1	2014-02-27	43.23767325510596
1	0	2014-07-07	50.25842297978762
1	1	2014-07-20	49.10236224234711
1	2	2014-01-05	44.42330659210019
0	2	2014-12-08	45.74735554106935
2	1	2014-04-13	49.57364010756294
2	2	2014-05-07	50.02074411438733
2	2	2014-07-30	53.07991417140177
0	0	2014-08-03	45.12701136085062
0	0	2014-11-28	44.06965012191444
0	0	2014-12-09	43.872392599503215
0	0	2014-12-30	42.53149797076638
0	1	2014-04-08	45.257611968417564
0	2	2014-03-08	43.52228775024414
2	1	2014-07-03	51.537703668789604
2	1	2014-08-29	47.73441892520402
1	0	2014-05-17	48.01178745578134
1	1	2014-10-24	43.74728207205654
1	2	2014-05-15	48.13534439288862
2	1	2014-07-18	52.95367659784349
0	1	2015-01-11	42.84209501594485
0	2	2014-04-01	43.13294632338289
1	0	2014-04-15	47.36526026177247
2	0	2014-01-23	49.98626409887649
0	0	2014-04-04	43.9772762864208
0	2	2014-02-18	44.23887251034089
1	0	2014-01-01	44.26061307310794
2	2	2014-07-06	52.01032542228699
2	2	2015-01-08	48.80780041264553
0	0	2014-09-20	43.568425023218246
0	1	2015-01-02	41.59324725372196
0	2	2014-09-28	45.33279748514396
0	2	2015-01-14	42.04792939600923
1	2	2014-02-17	46.51224659588749
0	1	2014-07-20	45.63861482642224
0	2	2014-01-05	43.06420088250565
2	0	2014-02-22	49.251157671753944
2	2	2014-02-24	49.23920066675022
0	0	2014-05-09	45.5476904915634
0	2	2014-07-01	48.06690294243569
0	2	2014-12-20	42.41462005395282
2	2	2014-04-12	49.37874242761633
1	1	2014-03-13	44.41354561467505
1	1	2014-10-25	41.76055235954592
1	1	2014-11-03	42.76140243785023
1	1	2014-11-08	43.56681628283332
2	1	2014-08-31	49.05073697981548
2	2	2014-05-28	50.030435382364836
0	0	2014-12-21	44.80386559496627
0	1	2014-04-20	44.679536172150364
0	1	2014-04-22	45.09751302349337
0	1	2014-10-30	43.15508661242971
2	2	2015-01-03	40.32685372869533
1	1	2014-02-24	46.278246959517986
1	1	2014-08-05	49.06030002773785
2	0	2015-01-22	45.68175432085991
2	2	2014-07-12	51.34404601173839
1	0	2014-12-08	42.646697261041794
1	1	2014-10-23	42.97184498618416
1	2	2014-07-05	49.20403338424934
2	1	2014-07-17	51.53840017808474
2	1	2014-05-03	50.88406980835292
0	2	2014-09-03	46.64759484374631
0	2	2014-07-23	45.3577426592973
1	2	2014-04-09	47.92474223787409
2	0	2014-09-29	44.51996552224291
0	0	2015-01-04	43.53932156245944
0	1	2014-09-25	44.48559717385166
0	1	2014-12-12	44.04040566161325
0	2	2014-12-24	43.07968505479581
1	1	2014-05-12	47.835026241455836
1	2	2014-06-23	48.838795670990386
0	0	2014-12-11	44.350491875637125
0	0	2015-01-13	43.10179470284091
0	2	2014-07-22	44.71616974600976
1	1	2014-07-06	49.06052000208418
1	1	2015-01-08	43.146363102482916
1	0	2014-09-21	45.482960373303754
1	1	2015-01-04	44.08719646263204
2	1	2014-01-17	48.84169930496452
0	1	2014-07-12	46.183621457235006
1	1	2014-11-20	44.533163689820896
2	1	2014-07-07	50.90849624474151
0	2	2014-05-14	47.96218666054021
0	2	2014-06-17	47.377133804883606
2	2	2014-03-29	48.24838952948577
